,user_id,questionnaire_id,created_at,s01,s02,s03,s04,s05,s06,s07,s08
4218,1349,6,2020-11-04 15:01:49.090909092,YES,85,37.0,77.0,34.0,36.0,37.0,NO
7090,1349,6,2020-11-08 00:14:32.727272728,YES,64,77.0,85.0,10.0,48.0,52.0,NO
3391,1349,6,2020-11-11 09:27:16.363636364,YES,53,31.0,51.0,24.0,38.0,30.0,NO
6085,1349,6,2020-11-14 18:40:00,YES,76,56.0,100.0,0.0,37.0,53.0,NO
2673,1349,6,2020-11-18 03:52:43.636363636,YES,73,65.0,39.0,35.0,38.0,72.0,YES
6843,1349,6,2020-11-21 13:05:27.272727272,YES,62,78.0,54.0,92.0,94.0,92.0,NO
6150,1349,6,2020-11-24 22:18:10.909090912,NO,58,20.0,33.0,16.0,12.0,8.0,NO
2067,1349,6,2020-11-28 07:30:54.545454548,YES,93,93.0,66.0,46.0,36.0,35.0,NO
1196,1349,6,2020-12-01 16:43:38.181818184,YES,20,5.0,76.0,20.0,0.0,0.0,NO
3532,1349,6,2020-12-05 01:56:21.818181820,YES,88,84.0,100.0,0.0,0.0,4.0,NO
3247,1349,6,2020-12-08 11:09:05.454545456,YES,73,77.0,57.0,46.0,72.0,46.0,NO
331,1349,6,2020-12-11 20:21:49.090909092,YES,80,73.0,55.0,49.0,91.0,80.0,YES
5489,1349,6,2020-12-15 05:34:32.727272728,YES,29,,68.0,6.0,13.0,,NO
3126,1349,6,2020-12-18 14:47:16.363636364,YES,72,52.0,56.0,32.0,0.0,9.0,NO
6094,1349,6,2020-12-22 00:00:00,YES,39,50.0,89.0,21.0,42.0,59.0,
5689,1350,6,2020-01-22 00:00:00,YES,69,52.0,90.0,7.0,3.0,51.0,NO
175,1350,6,2020-02-14 22:17:08.571428571,YES,68,31.0,69.0,40.0,40.0,31.0,YES
147,1350,6,2020-03-09 20:34:17.142857143,NO,49,25.0,23.0,0.0,48.0,5.0,YES
641,1350,6,2020-04-02 18:51:25.714285714,YES,33,33.0,65.0,36.0,37.0,37.0,NO
516,1350,6,2020-04-26 17:08:34.285714286,YES,77,76.0,69.0,51.0,87.0,88.0,YES
213,1350,6,2020-05-20 15:25:42.857142858,YES,37,14.0,42.0,29.0,14.0,17.0,YES
6473,1350,6,2020-06-13 13:42:51.428571428,YES,83,83.0,100.0,0.0,85.0,89.0,NO
5845,1350,6,2020-07-07 12:00:00,YES,32,25.0,100.0,5.0,22.0,42.0,NO
3273,1350,6,2020-07-31 10:17:08.571428572,YES,35,36.0,79.0,25.0,45.0,46.0,NO
485,1350,6,2020-08-24 08:34:17.142857144,YES,38,19.0,66.0,34.0,20.0,29.0,NO
443,1350,6,2020-09-17 06:51:25.714285716,YES,100,100.0,80.0,100.0,15.0,14.0,NO
3707,1350,6,2020-10-11 05:08:34.285714288,YES,89,97.0,100.0,0.0,0.0,21.0,NO
1723,1350,6,2020-11-04 03:25:42.857142856,YES,71,69.0,78.0,58.0,35.0,62.0,NO
1732,1350,6,2020-11-28 01:42:51.428571428,YES,70,65.0,64.0,42.0,64.0,27.0,YES
2373,1350,6,2020-12-22 00:00:00,YES,38,30.0,70.0,33.0,41.0,47.0,NO
666,1351,6,2020-01-22 00:00:00,YES,43,43.0,48.0,49.0,35.0,32.0,YES
5778,1351,6,2020-01-26 05:46:19.746835443,YES,52,37.0,87.0,16.0,29.0,27.0,NO
4751,1351,6,2020-01-30 11:32:39.493670886,NO,26,24.0,100.0,0.0,25.0,24.0,
704,1351,6,2020-02-03 17:18:59.240506329,NO,0,0.0,38.0,41.0,0.0,41.0,NO
3767,1351,6,2020-02-07 23:05:18.987341772,YES,41,22.0,72.0,26.0,56.0,35.0,NO
1198,1351,6,2020-02-12 04:51:38.734177215,YES,18,9.0,69.0,13.0,0.0,0.0,YES
1875,1351,6,2020-02-16 10:37:58.481012658,YES,50,48.0,48.0,34.0,0.0,0.0,NO
1584,1351,6,2020-02-20 16:24:18.227848101,YES,30,32.0,72.0,13.0,19.0,1.0,YES
4081,1351,6,2020-02-24 22:10:37.974683544,YES,49,28.0,75.0,27.0,57.0,43.0,NO
108,1351,6,2020-02-29 03:56:57.721518987,YES,19,41.0,74.0,18.0,70.0,88.0,NO
6559,1351,6,2020-03-04 09:43:17.468354430,YES,32,35.0,87.0,14.0,35.0,51.0,NO
311,1351,6,2020-03-08 15:29:37.215189873,YES,76,73.0,62.0,42.0,66.0,69.0,YES
1219,1351,6,2020-03-12 21:15:56.962025317,YES,75,66.0,55.0,54.0,48.0,38.0,YES
3061,1351,6,2020-03-17 03:02:16.708860760,YES,59,59.0,45.0,58.0,57.0,28.0,NO
6573,1351,6,2020-03-21 08:48:36.455696203,NO,62,11.0,90.0,0.0,11.0,8.0,NO
5403,1351,6,2020-03-25 14:34:56.202531646,YES,90,87.0,75.0,27.0,97.0,67.0,NO
908,1351,6,2020-03-29 20:21:15.949367089,NO,1,37.0,44.0,51.0,20.0,32.0,NO
2320,1351,6,2020-04-03 02:07:35.696202532,YES,12,6.0,78.0,3.0,3.0,0.0,YES
3163,1351,6,2020-04-07 07:53:55.443037975,YES,56,17.0,71.0,20.0,8.0,12.0,NO
6272,1351,6,2020-04-11 13:40:15.189873418,YES,39,38.0,87.0,7.0,8.0,20.0,NO
1568,1351,6,2020-04-15 19:26:34.936708861,YES,85,86.0,52.0,51.0,84.0,63.0,NO
1735,1351,6,2020-04-20 01:12:54.683544304,YES,22,10.0,76.0,8.0,4.0,7.0,YES
6854,1351,6,2020-04-24 06:59:14.430379747,YES,98,56.0,76.0,37.0,23.0,39.0,YES
416,1351,6,2020-04-28 12:45:34.177215190,YES,81,25.0,78.0,20.0,11.0,83.0,YES
2812,1351,6,2020-05-02 18:31:53.924050634,YES,56,56.0,39.0,45.0,20.0,75.0,NO
3063,1351,6,2020-05-07 00:18:13.670886076,NO,57,33.0,66.0,30.0,28.0,63.0,NO
5134,1351,6,2020-05-11 06:04:33.417721520,YES,24,19.0,53.0,8.0,0.0,20.0,NO
4376,1351,6,2020-05-15 11:50:53.164556962,YES,84,6.0,96.0,3.0,2.0,28.0,YES
6544,1351,6,2020-05-19 17:37:12.911392406,YES,71,47.0,100.0,0.0,48.0,41.0,NO
5809,1351,6,2020-05-23 23:23:32.658227848,YES,6,6.0,93.0,2.0,6.0,8.0,NO
3541,1351,6,2020-05-28 05:09:52.405063292,YES,70,67.0,66.0,51.0,46.0,37.0,YES
1631,1351,6,2020-06-01 10:56:12.151898734,YES,63,61.0,60.0,38.0,40.0,44.0,YES
3558,1351,6,2020-06-05 16:42:31.898734178,NO,0,1.0,64.0,33.0,0.0,17.0,NO
2194,1351,6,2020-06-09 22:28:51.645569622,YES,52,53.0,46.0,18.0,0.0,0.0,NO
6942,1351,6,2020-06-14 04:15:11.392405064,YES,69,39.0,13.0,11.0,20.0,15.0,NO
3055,1351,6,2020-06-18 10:01:31.139240508,YES,77,73.0,100.0,0.0,7.0,21.0,NO
6485,1351,6,2020-06-22 15:47:50.886075950,YES,81,27.0,90.0,13.0,15.0,62.0,YES
1192,1351,6,2020-06-26 21:34:10.632911394,YES,44,50.0,40.0,37.0,35.0,37.0,YES
6731,1351,6,2020-07-01 03:20:30.379746836,YES,99,100.0,85.0,12.0,100.0,90.0,YES
3755,1351,6,2020-07-05 09:06:50.126582280,YES,84,33.0,83.0,25.0,27.0,35.0,NO
7065,1351,6,2020-07-09 14:53:09.873417722,YES,100,100.0,60.0,61.0,90.0,100.0,NO
44,1351,6,2020-07-13 20:39:29.620253166,YES,40,33.0,69.0,31.0,58.0,40.0,NO
4611,1351,6,2020-07-18 02:25:49.367088608,NO,33,13.0,100.0,0.0,10.0,12.0,NO
6739,1351,6,2020-07-22 08:12:09.113924052,YES,87,81.0,81.0,45.0,1.0,32.0,NO
6733,1351,6,2020-07-26 13:58:28.860759494,YES,77,31.0,94.0,8.0,37.0,24.0,NO
7230,1351,6,2020-07-30 19:44:48.607594938,YES,32,31.0,87.0,0.0,34.0,39.0,NO
6279,1351,6,2020-08-04 01:31:08.354430380,YES,81,88.0,93.0,23.0,97.0,60.0,YES
6222,1351,6,2020-08-08 07:17:28.101265824,NO,49,14.0,84.0,0.0,16.0,42.0,NO
6585,1351,6,2020-08-12 13:03:47.848101268,YES,89,66.0,35.0,45.0,46.0,45.0,NO
4238,1351,6,2020-08-16 18:50:07.594936710,YES,81,81.0,81.0,81.0,51.0,58.0,NO
5813,1351,6,2020-08-21 00:36:27.341772152,YES,36,33.0,100.0,6.0,18.0,50.0,NO
6832,1351,6,2020-08-25 06:22:47.088607596,NO,38,33.0,89.0,0.0,6.0,3.0,NO
12,1351,6,2020-08-29 12:09:06.835443040,YES,34,,,,,,
782,1351,6,2020-09-02 17:55:26.582278484,NO,53,0.0,100.0,0.0,0.0,0.0,NO
2472,1351,6,2020-09-06 23:41:46.329113924,YES,8,7.0,96.0,7.0,8.0,5.0,NO
3910,1351,6,2020-09-11 05:28:06.075949368,YES,84,90.0,100.0,0.0,0.0,26.0,NO
7140,1351,6,2020-09-15 11:14:25.822784812,YES,96,98.0,25.0,74.0,94.0,100.0,NO
5368,1351,6,2020-09-19 17:00:45.569620256,YES,32,19.0,100.0,0.0,49.0,33.0,NO
2902,1351,6,2020-09-23 22:47:05.316455696,YES,93,90.0,77.0,27.0,1.0,17.0,YES
4157,1351,6,2020-09-28 04:33:25.063291140,YES,89,86.0,85.0,0.0,0.0,0.0,NO
2148,1351,6,2020-10-02 10:19:44.810126584,YES,6,5.0,95.0,5.0,8.0,8.0,NO
3825,1351,6,2020-10-06 16:06:04.556962028,YES,72,0.0,88.0,2.0,2.0,5.0,YES
5330,1351,6,2020-10-10 21:52:24.303797468,YES,20,20.0,77.0,16.0,18.0,21.0,NO
6992,1351,6,2020-10-15 03:38:44.050632912,YES,88,89.0,100.0,0.0,83.0,81.0,NO
2429,1351,6,2020-10-19 09:25:03.797468356,YES,73,66.0,55.0,48.0,40.0,39.0,NO
6574,1351,6,2020-10-23 15:11:23.544303800,YES,13,7.0,87.0,9.0,14.0,14.0,NO
1990,1351,6,2020-10-27 20:57:43.291139244,YES,38,37.0,70.0,29.0,41.0,41.0,NO
251,1351,6,2020-11-01 02:44:03.037974684,NO,33,35.0,61.0,22.0,22.0,13.0,NO
21,1351,6,2020-11-05 08:30:22.784810128,YES,67,33.0,35.0,36.0,37.0,28.0,NO
4206,1351,6,2020-11-09 14:16:42.531645572,YES,86,90.0,100.0,0.0,0.0,0.0,NO
1688,1351,6,2020-11-13 20:03:02.278481016,YES,80,78.0,76.0,56.0,33.0,60.0,NO
861,1351,6,2020-11-18 01:49:22.025316456,YES,46,51.0,82.0,28.0,31.0,32.0,NO
5074,1351,6,2020-11-22 07:35:41.772151900,NO,61,17.0,94.0,4.0,2.0,17.0,NO
2927,1351,6,2020-11-26 13:22:01.518987344,YES,51,39.0,53.0,36.0,36.0,36.0,YES
5131,1351,6,2020-11-30 19:08:21.265822788,YES,77,90.0,86.0,10.0,88.0,87.0,NO
5751,1351,6,2020-12-05 00:54:41.012658228,YES,47,23.0,52.0,28.0,18.0,17.0,NO
6941,1351,6,2020-12-09 06:41:00.759493672,YES,93,54.0,94.0,4.0,46.0,83.0,NO
2373,1351,6,2020-12-13 12:27:20.506329116,YES,38,30.0,70.0,33.0,41.0,47.0,NO
5159,1351,6,2020-12-17 18:13:40.253164560,YES,19,21.0,,,30.0,,NO
4289,1351,6,2020-12-22 00:00:00,YES,71,33.0,74.0,34.0,22.0,21.0,NO
5250,1352,6,2020-01-22 00:00:00,NO,55,35.0,90.0,0.0,19.0,30.0,NO
6657,1352,6,2020-02-14 22:17:08.571428571,YES,53,69.0,97.0,1.0,37.0,27.0,NO
6197,1352,6,2020-03-09 20:34:17.142857143,YES,50,26.0,63.0,33.0,2.0,17.0,NO
239,1352,6,2020-04-02 18:51:25.714285714,YES,46,58.0,34.0,61.0,70.0,60.0,YES
6077,1352,6,2020-04-26 17:08:34.285714286,NO,70,13.0,86.0,0.0,0.0,0.0,NO
817,1352,6,2020-05-20 15:25:42.857142858,YES,84,29.0,90.0,14.0,12.0,69.0,YES
5207,1352,6,2020-06-13 13:42:51.428571428,YES,52,54.0,100.0,0.0,66.0,45.0,NO
1199,1352,6,2020-07-07 12:00:00,YES,70,71.0,62.0,64.0,46.0,45.0,NO
6862,1352,6,2020-07-31 10:17:08.571428572,YES,30,28.0,59.0,34.0,0.0,0.0,NO
2811,1352,6,2020-08-24 08:34:17.142857144,YES,90,33.0,92.0,15.0,1.0,10.0,YES
3899,1352,6,2020-09-17 06:51:25.714285716,YES,91,90.0,100.0,0.0,2.0,1.0,NO
2020,1352,6,2020-10-11 05:08:34.285714288,YES,100,100.0,79.0,100.0,66.0,21.0,NO
52,1352,6,2020-11-04 03:25:42.857142856,NO,23,22.0,82.0,19.0,17.0,25.0,YES
5068,1352,6,2020-11-28 01:42:51.428571428,NO,55,44.0,44.0,54.0,27.0,23.0,NO
6104,1352,6,2020-12-22 00:00:00,YES,24,25.0,69.0,27.0,16.0,14.0,NO
4009,1353,6,2020-01-22 00:00:00,YES,26,21.0,78.0,14.0,18.0,52.0,NO
1944,1353,6,2020-01-25 09:12:43.636363636,YES,37,26.0,66.0,25.0,20.0,38.0,YES
3523,1353,6,2020-01-28 18:25:27.272727272,YES,48,43.0,62.0,34.0,34.0,33.0,YES
7021,1353,6,2020-02-01 03:38:10.909090909,YES,11,11.0,100.0,0.0,12.0,12.0,NO
1408,1353,6,2020-02-04 12:50:54.545454545,YES,49,48.0,100.0,0.0,0.0,0.0,NO
580,1353,6,2020-02-07 22:03:38.181818182,YES,8,7.0,94.0,4.0,6.0,4.0,NO
3572,1353,6,2020-02-11 07:16:21.818181818,YES,83,84.0,59.0,48.0,37.0,61.0,NO
4492,1353,6,2020-02-14 16:29:05.454545454,YES,57,26.0,84.0,14.0,13.0,34.0,NO
1149,1353,6,2020-02-18 01:41:49.090909091,NO,52,32.0,73.0,24.0,25.0,55.0,NO
5595,1353,6,2020-02-21 10:54:32.727272727,YES,22,19.0,46.0,14.0,0.0,13.0,NO
3981,1353,6,2020-02-24 20:07:16.363636364,YES,30,22.0,82.0,12.0,19.0,0.0,YES
1847,1353,6,2020-02-28 05:20:00,YES,100,94.0,100.0,0.0,2.0,15.0,NO
6499,1353,6,2020-03-02 14:32:43.636363636,YES,15,6.0,96.0,2.0,15.0,36.0,NO
650,1353,6,2020-03-05 23:45:27.272727273,YES,3,3.0,96.0,4.0,7.0,6.0,NO
943,1353,6,2020-03-09 08:58:10.909090909,YES,32,34.0,67.0,33.0,23.0,25.0,NO
4885,1353,6,2020-03-12 18:10:54.545454545,YES,74,22.0,87.0,16.0,12.0,65.0,YES
2694,1353,6,2020-03-16 03:23:38.181818182,YES,72,6.0,77.0,3.0,0.0,5.0,NO
292,1353,6,2020-03-19 12:36:21.818181818,NO,45,31.0,20.0,20.0,17.0,77.0,NO
1353,1353,6,2020-03-22 21:49:05.454545455,NO,13,15.0,88.0,9.0,37.0,55.0,NO
6119,1353,6,2020-03-26 07:01:49.090909091,YES,70,47.0,83.0,17.0,45.0,35.0,NO
956,1353,6,2020-03-29 16:14:32.727272728,YES,6,5.0,96.0,2.0,3.0,0.0,NO
7278,1353,6,2020-04-02 01:27:16.363636364,YES,30,35.0,98.0,3.0,64.0,65.0,NO
3750,1353,6,2020-04-05 10:40:00,YES,92,93.0,100.0,0.0,0.0,17.0,NO
1966,1353,6,2020-04-08 19:52:43.636363637,YES,68,70.0,49.0,53.0,56.0,42.0,YES
5143,1353,6,2020-04-12 05:05:27.272727273,YES,77,82.0,100.0,0.0,78.0,100.0,NO
4050,1353,6,2020-04-15 14:18:10.909090909,YES,84,4.0,93.0,2.0,1.0,6.0,YES
6418,1353,6,2020-04-18 23:30:54.545454546,YES,84,18.0,92.0,8.0,13.0,21.0,YES
3499,1353,6,2020-04-22 08:43:38.181818182,YES,6,6.0,93.0,5.0,6.0,7.0,NO
5061,1353,6,2020-04-25 17:56:21.818181818,YES,56,36.0,31.0,51.0,24.0,17.0,NO
4811,1353,6,2020-04-29 03:09:05.454545455,YES,39,41.0,71.0,28.0,28.0,35.0,NO
2248,1353,6,2020-05-02 12:21:49.090909091,NO,2,3.0,55.0,35.0,0.0,29.0,NO
2877,1353,6,2020-05-05 21:34:32.727272728,YES,67,59.0,58.0,57.0,59.0,36.0,YES
7195,1353,6,2020-05-09 06:47:16.363636364,YES,79,86.0,76.0,51.0,0.0,19.0,NO
2907,1353,6,2020-05-12 16:00:00,YES,91,80.0,100.0,1.0,0.0,0.0,NO
2812,1353,6,2020-05-16 01:12:43.636363636,YES,56,56.0,39.0,45.0,20.0,75.0,NO
5141,1353,6,2020-05-19 10:25:27.272727274,NO,45,29.0,82.0,8.0,1.0,26.0,NO
1405,1353,6,2020-05-22 19:38:10.909090910,YES,48,48.0,49.0,28.0,0.0,0.0,NO
1146,1353,6,2020-05-26 04:50:54.545454546,YES,60,68.0,100.0,0.0,59.0,59.0,NO
6294,1353,6,2020-05-29 14:03:38.181818182,YES,95,100.0,87.0,17.0,100.0,90.0,YES
4237,1353,6,2020-06-01 23:16:21.818181818,YES,77,38.0,76.0,34.0,24.0,18.0,NO
6547,1353,6,2020-06-05 08:29:05.454545456,YES,69,26.0,83.0,11.0,0.0,0.0,NO
6020,1353,6,2020-06-08 17:41:49.090909092,YES,16,18.0,82.0,18.0,16.0,69.0,NO
121,1353,6,2020-06-12 02:54:32.727272728,YES,64,63.0,32.0,35.0,19.0,49.0,NO
1202,1353,6,2020-06-15 12:07:16.363636364,YES,86,36.0,93.0,21.0,21.0,29.0,YES
5803,1353,6,2020-06-18 21:20:00,NO,63,28.0,95.0,0.0,16.0,18.0,NO
1064,1353,6,2020-06-22 06:32:43.636363636,YES,82,21.0,71.0,23.0,21.0,37.0,YES
1833,1353,6,2020-06-25 15:45:27.272727274,YES,54,60.0,61.0,50.0,54.0,37.0,YES
6334,1353,6,2020-06-29 00:58:10.909090910,YES,83,87.0,100.0,0.0,54.0,56.0,NO
2684,1353,6,2020-07-02 10:10:54.545454546,YES,84,86.0,100.0,0.0,2.0,23.0,NO
5106,1353,6,2020-07-05 19:23:38.181818182,YES,56,32.0,30.0,34.0,33.0,52.0,NO
4662,1353,6,2020-07-09 04:36:21.818181818,NO,47,0.0,100.0,0.0,0.0,0.0,NO
275,1353,6,2020-07-12 13:49:05.454545456,YES,41,19.0,100.0,14.0,27.0,40.0,NO
6341,1353,6,2020-07-15 23:01:49.090909092,YES,39,46.0,100.0,0.0,52.0,38.0,NO
1733,1353,6,2020-07-19 08:14:32.727272728,YES,17,21.0,78.0,17.0,24.0,27.0,NO
1843,1353,6,2020-07-22 17:27:16.363636364,YES,98,100.0,100.0,0.0,3.0,2.0,NO
6587,1353,6,2020-07-26 02:40:00,YES,38,29.0,61.0,20.0,18.0,5.0,YES
5813,1353,6,2020-07-29 11:52:43.636363636,YES,36,33.0,100.0,6.0,18.0,50.0,NO
6447,1353,6,2020-08-01 21:05:27.272727274,YES,20,21.0,94.0,2.0,21.0,20.0,NO
2037,1353,6,2020-08-05 06:18:10.909090910,YES,81,84.0,100.0,0.0,4.0,16.0,NO
5571,1353,6,2020-08-08 15:30:54.545454546,YES,55,41.0,100.0,0.0,49.0,52.0,NO
3777,1353,6,2020-08-12 00:43:38.181818182,YES,30,30.0,69.0,28.0,22.0,40.0,NO
3649,1353,6,2020-08-15 09:56:21.818181818,YES,64,63.0,67.0,34.0,40.0,45.0,YES
5024,1353,6,2020-08-18 19:09:05.454545456,NO,62,51.0,85.0,7.0,41.0,52.0,NO
2978,1353,6,2020-08-22 04:21:49.090909092,YES,100,100.0,89.0,70.0,85.0,58.0,NO
7002,1353,6,2020-08-25 13:34:32.727272728,NO,67,36.0,91.0,3.0,28.0,40.0,NO
4750,1353,6,2020-08-28 22:47:16.363636364,YES,65,55.0,34.0,14.0,52.0,49.0,NO
3942,1353,6,2020-09-01 08:00:00,YES,68,66.0,87.0,50.0,45.0,47.0,NO
4780,1353,6,2020-09-04 17:12:43.636363636,YES,64,65.0,100.0,0.0,44.0,44.0,NO
228,1353,6,2020-09-08 02:25:27.272727272,YES,30,33.0,37.0,38.0,36.0,91.0,YES
125,1353,6,2020-09-11 11:38:10.909090908,YES,74,73.0,100.0,0.0,0.0,30.0,NO
5476,1353,6,2020-09-14 20:50:54.545454548,YES,54,30.0,29.0,50.0,40.0,54.0,NO
458,1353,6,2020-09-18 06:03:38.181818184,YES,76,76.0,63.0,56.0,57.0,47.0,NO
2545,1353,6,2020-09-21 15:16:21.818181820,YES,78,71.0,81.0,38.0,32.0,32.0,NO
5860,1353,6,2020-09-25 00:29:05.454545456,YES,70,49.0,100.0,0.0,31.0,61.0,NO
1061,1353,6,2020-09-28 09:41:49.090909092,NO,58,40.0,45.0,,28.0,22.0,YES
4041,1353,6,2020-10-01 18:54:32.727272728,NO,1,0.0,79.0,40.0,0.0,4.0,NO
4214,1353,6,2020-10-05 04:07:16.363636364,YES,80,35.0,73.0,25.0,29.0,34.0,NO
2367,1353,6,2020-10-08 13:20:00,YES,29,35.0,69.0,31.0,46.0,53.0,NO
660,1353,6,2020-10-11 22:32:43.636363636,YES,65,43.0,66.0,32.0,37.0,36.0,NO
4042,1353,6,2020-10-15 07:45:27.272727272,YES,82,36.0,82.0,18.0,32.0,33.0,NO
1488,1353,6,2020-10-18 16:58:10.909090912,YES,7,0.0,79.0,0.0,1.0,0.0,YES
1513,1353,6,2020-10-22 02:10:54.545454548,NO,25,28.0,53.0,44.0,44.0,39.0,NO
3642,1353,6,2020-10-25 11:23:38.181818184,YES,22,19.0,81.0,17.0,22.0,41.0,NO
1183,1353,6,2020-10-28 20:36:21.818181820,NO,40,38.0,49.0,29.0,26.0,26.0,NO
4726,1353,6,2020-11-01 05:49:05.454545456,YES,84,85.0,47.0,65.0,38.0,54.0,NO
3735,1353,6,2020-11-04 15:01:49.090909092,YES,87,34.0,82.0,30.0,23.0,28.0,NO
691,1353,6,2020-11-08 00:14:32.727272728,NO,51,23.0,43.0,31.0,18.0,28.0,NO
2068,1353,6,2020-11-11 09:27:16.363636364,YES,96,29.0,95.0,13.0,0.0,0.0,YES
1761,1353,6,2020-11-14 18:40:00,NO,0,0.0,63.0,23.0,5.0,,NO
6827,1353,6,2020-11-18 03:52:43.636363636,YES,79,23.0,96.0,9.0,18.0,54.0,YES
4159,1353,6,2020-11-21 13:05:27.272727272,YES,42,23.0,82.0,25.0,38.0,46.0,NO
1356,1353,6,2020-11-24 22:18:10.909090912,YES,32,27.0,66.0,27.0,32.0,34.0,NO
5080,1353,6,2020-11-28 07:30:54.545454548,YES,65,63.0,48.0,59.0,62.0,68.0,NO
60,1353,6,2020-12-01 16:43:38.181818184,YES,92,68.0,62.0,0.0,0.0,0.0,NO
3250,1353,6,2020-12-05 01:56:21.818181820,YES,76,56.0,57.0,38.0,47.0,59.0,NO
3970,1353,6,2020-12-08 11:09:05.454545456,YES,86,87.0,100.0,0.0,0.0,4.0,NO
4478,1353,6,2020-12-11 20:21:49.090909092,YES,61,60.0,63.0,23.0,54.0,55.0,NO
1866,1353,6,2020-12-15 05:34:32.727272728,YES,27,27.0,63.0,17.0,2.0,0.0,YES
4207,1353,6,2020-12-18 14:47:16.363636364,YES,37,21.0,77.0,22.0,36.0,41.0,NO
2368,1353,6,2020-12-22 00:00:00,YES,37,32.0,69.0,33.0,42.0,56.0,NO
5498,1354,6,2020-01-22 00:00:00,YES,10,7.0,91.0,9.0,19.0,38.0,NO
7109,1354,6,2020-01-26 05:46:19.746835443,YES,44,30.0,51.0,27.0,6.0,16.0,NO
4508,1354,6,2020-01-30 11:32:39.493670886,YES,28,24.0,96.0,0.0,25.0,22.0,
6255,1354,6,2020-02-03 17:18:59.240506329,YES,16,20.0,84.0,18.0,23.0,10.0,NO
5618,1354,6,2020-02-07 23:05:18.987341772,NO,3,4.0,95.0,3.0,5.0,27.0,NO
7186,1354,6,2020-02-12 04:51:38.734177215,YES,37,29.0,100.0,5.0,27.0,13.0,NO
6753,1354,6,2020-02-16 10:37:58.481012658,YES,85,36.0,93.0,16.0,35.0,14.0,NO
4582,1354,6,2020-02-20 16:24:18.227848101,YES,3,2.0,87.0,14.0,9.0,59.0,NO
3400,1354,6,2020-02-24 22:10:37.974683544,YES,42,26.0,51.0,28.0,16.0,66.0,NO
4993,1354,6,2020-02-29 03:56:57.721518987,YES,75,47.0,87.0,3.0,20.0,26.0,NO
6318,1354,6,2020-03-04 09:43:17.468354430,NO,33,1.0,92.0,0.0,0.0,2.0,NO
4783,1354,6,2020-03-08 15:29:37.215189873,YES,74,73.0,41.0,64.0,52.0,57.0,NO
7037,1354,6,2020-03-12 21:15:56.962025317,YES,30,23.0,68.0,23.0,24.0,26.0,NO
3633,1354,6,2020-03-17 03:02:16.708860760,YES,84,24.0,84.0,20.0,31.0,31.0,NO
7118,1354,6,2020-03-21 08:48:36.455696203,YES,15,14.0,79.0,14.0,10.0,10.0,NO
784,1354,6,2020-03-25 14:34:56.202531646,NO,5,0.0,99.0,0.0,33.0,41.0,NO
6835,1354,6,2020-03-29 20:21:15.949367089,YES,79,80.0,73.0,20.0,12.0,53.0,NO
4402,1354,6,2020-04-03 02:07:35.696202532,YES,74,62.0,51.0,47.0,56.0,69.0,NO
6339,1354,6,2020-04-07 07:53:55.443037975,YES,81,50.0,86.0,15.0,21.0,68.0,NO
3084,1354,6,2020-04-11 13:40:15.189873418,YES,34,28.0,72.0,30.0,48.0,44.0,NO
1447,1354,6,2020-04-15 19:26:34.936708861,YES,25,25.0,69.0,28.0,25.0,28.0,NO
4012,1354,6,2020-04-20 01:12:54.683544304,YES,90,90.0,100.0,0.0,0.0,4.0,NO
6227,1354,6,2020-04-24 06:59:14.430379747,YES,94,97.0,15.0,86.0,83.0,0.0,NO
4535,1354,6,2020-04-28 12:45:34.177215190,YES,58,37.0,100.0,0.0,16.0,17.0,NO
1863,1354,6,2020-05-02 18:31:53.924050634,YES,92,93.0,71.0,47.0,30.0,29.0,NO
7256,1354,6,2020-05-07 00:18:13.670886076,YES,79,64.0,100.0,0.0,56.0,63.0,NO
3044,1354,6,2020-05-11 06:04:33.417721520,YES,79,80.0,100.0,1.0,0.0,0.0,NO
1094,1354,6,2020-05-15 11:50:53.164556962,YES,87,44.0,78.0,17.0,25.0,44.0,YES
3087,1354,6,2020-05-19 17:37:12.911392406,NO,39,17.0,84.0,12.0,25.0,46.0,NO
1203,1354,6,2020-05-23 23:23:32.658227848,YES,33,31.0,66.0,32.0,24.0,27.0,NO
2726,1354,6,2020-05-28 05:09:52.405063292,YES,81,80.0,100.0,0.0,,0.0,NO
3230,1354,6,2020-06-01 10:56:12.151898734,YES,43,36.0,80.0,20.0,37.0,14.0,YES
92,1354,6,2020-06-05 16:42:31.898734178,YES,100,,,,,,
7205,1354,6,2020-06-09 22:28:51.645569622,YES,75,76.0,95.0,9.0,49.0,52.0,NO
7328,1354,6,2020-06-14 04:15:11.392405064,YES,36,26.0,97.0,2.0,14.0,23.0,NO
1918,1354,6,2020-06-18 10:01:31.139240508,YES,48,37.0,67.0,16.0,26.0,72.0,YES
5463,1354,6,2020-06-22 15:47:50.886075950,YES,99,72.0,76.0,23.0,30.0,0.0,NO
5939,1354,6,2020-06-26 21:34:10.632911394,YES,52,29.0,34.0,30.0,11.0,17.0,NO
5471,1354,6,2020-07-01 03:20:30.379746836,YES,91,72.0,91.0,14.0,29.0,34.0,NO
501,1354,6,2020-07-05 09:06:50.126582280,YES,76,90.0,73.0,13.0,6.0,13.0,NO
39,1354,6,2020-07-09 14:53:09.873417722,YES,56,49.0,77.0,29.0,53.0,59.0,NO
